896,392,238
896,392,242
896,392,235
899,392,235
902,392,229
898,392,235
904,392,228
904,394,236
904,398,226
904,392,235
904,391,247
904,385,239
904,391,232
905,385,231
911,392,225
904,391,231
903,384,223
888,384,208
896,392,216
888,392,224
904,408,224
904,392,170
904,384,214
897,377,201
903,369,207
911,368,244
919,368,241
913,368,274
912,355,240
925,365,310
922,381,315
914,390,318
912,398,314
912,394,294
895,409,288
894,433,310
896,451,352
901,472,431
904,480,479
919,485,508
918,502,549
912,531,591
903,544,630
883,548,657
872,556,672
852,568,724
832,603,818
825,614,846
795,581,812
741,585,845
681,614,890
630,618,880
583,608,921
538,611,1000
494,629,1003
437,649,974
365,623,961
281,577,940
228,518,924
183,550,914
145,592,913
108,550,891
47,508,907
-8,526,904
-62,512,797
-110,505,721
-166,444,720
-228,401,635
-283,417,679
-338,439,654
-408,416,592
-456,392,560
-456,392,560
-495,400,537
-549,415,521
-604,379,460
-652,325,339
-685,270,157
-716,215,17
-727,181,-34
-728,123,-33
-728,79,-25
-728,91,103
-728,102,210
-740,98,250
-750,120,244
-763,162,223
-757,193,222
-741,184,278
-715,213,414
-668,314,497
-623,395,522
-594,349,542
-565,336,663
-539,445,807
-511,547,783
-484,509,766
-452,404,828
-413,460,894
-374,609,852
-338,607,776
-303,480,843
-261,463,944
-214,608,970
-172,669,836
-136,606,811
-86,499,886
-38,536,1010
-11,635,955
8,687,749
52,589,761
128,446,906
189,531,973
212,677,958
243,707,825
304,546,920
354,480,971
369,606,985
375,717,922
370,680,864
394,565,862
433,515,816
456,625,831
464,703,769
464,696,667
487,643,717
525,573,735
572,597,772
597,621,740
607,617,701
615,555,696
643,471,683
655,489,673
662,534,615
664,532,575
670,504,562
684,467,542
705,462,530
723,475,483
728,496,437
749,472,456
780,446,452
802,460,405
818,477,351
843,471,407
865,433,473
872,404,441
884,417,375
900,444,344
908,452,352
923,433,342
940,416,281
947,426,215
949,446,218
941,456,287
930,450,287
923,440,170
933,435,120
942,424,170
934,422,248
926,410,244
918,386,224
916,370,191
928,376,170
925,373,221
912,359,275
916,353,236
938,360,168
954,363,162
968,385,118
966,391,180
936,376,232
928,376,223
920,384,192
928,376,152
928,353,183
928,367,123
921,390,150
927,385,167
935,355,154
936,345,159
929,344,140
928,351,163
921,365,181
920,381,171
908,396,180
928,394,166
924,392,160
920,381,194
926,387,208
917,392,203
907,397,200
904,395,200
899,392,205
901,406,213
909,407,207
912,400,196
912,396,201
912,400,208
912,404,212
916,396,212
916,392,197
908,392,180
907,399,179
915,405,187
920,400,192
914,397,186
907,389,179
912,384,176
914,384,162
920,382,163
918,376,158
912,378,176
912,382,172
915,378,170
928,383,198
928,376,159
928,375,186
930,369,151
944,375,145
943,368,151
935,368,146
928,368,176
928,376,168
920,368,160
928,384,208
920,400,239
912,408,232
905,408,336
904,423,329
911,453,235
905,449,231
897,482,198
889,535,265
875,537,326
891,536,342
896,592,381
914,608,446
920,596,517
891,644,507
880,619,535
891,578,644
901,605,667
889,649,717
855,634,782
821,597,819
789,607,800
740,628,798
673,632,807
607,620,775
536,604,772
477,604,830
441,623,887
403,661,879
352,668,848
297,624,838
246,603,852
193,628,890
133,653,861
73,627,819
0,614,801
-72,599,777
-131,572,728
-196,560,650
-241,553,675
-284,533,656
-335,546,646
-376,515,599
-424,481,581
-477,438,503
-516,421,364
-556,392,192
-594,308,113
-618,254,128
-648,216,127
-664,216,88
-680,168,72
-672,129,173
-695,166,321
-703,243,276
-719,270,330
-727,251,343
-721,227,393
-686,204,414
-633,287,496
-598,369,584
-560,422,676
-533,401,659
-486,386,666
-448,490,872
-423,625,818
-394,642,696
-362,529,696
-341,533,859
-300,662,793
-255,695,737
-202,589,714
-148,560,781
-110,660,875
-79,698,805
-35,630,761
20,552,828
63,581,945
95,692,944
133,705,784
177,609,786
219,544,930
269,605,995
307,710,922
320,695,803
349,607,856
391,554,890
429,650,876
444,692,794
458,656,702
469,586,674
495,600,687
524,635,705
551,643,665
586,612,631
604,593,621
637,597,603
684,575,625
730,566,638
753,536,613
776,527,560
784,504,560
800,512,536
831,496,505
840,504,474
840,504,390
855,475,457
885,429,421
902,445,395
904,455,351
917,463,331
907,431,295
904,411,307
929,420,293
936,430,312
924,444,338
903,442,378
890,429,331
883,397,293
875,426,314
887,479,328
911,496,279
925,472,229
919,451,193
899,457,194
892,455,148
908,436,96
928,416,124
936,408,206
929,408,268
920,404,268
920,390,254
920,376,240
923,376,237
922,379,232
915,389,227
920,387,213
918,360,206
912,355,207
912,348,228
908,364,236
894,378,237
888,382,270
889,376,231
896,376,224
896,378,226
896,394,241
897,408,247
905,409,238
911,417,214
904,424,187
904,424,239
912,440,192
912,440,240
912,440,240
912,440,232
904,448,278
897,441,198
911,418,228
905,423,225
911,417,259
926,423,257
921,417,249
907,403,235
904,406,245
898,408,223
902,402,228
886,400,226
886,400,230
894,400,232
907,400,232
907,395,221
904,392,211
904,392,213
899,397,226
896,400,246
892,409,234
888,407,203
892,392,204
896,388,204
904,396,200
908,407,226
897,416,237
891,413,214
893,408,206
891,405,228
899,406,239
904,413,221
904,408,216
902,406,216
896,402,218
896,406,222
896,400,222
896,402,235
896,406,218
897,400,225
904,400,231
904,400,224
904,401,222
903,407,209
896,400,217
897,401,225
903,408,233
888,416,248
896,408,232
896,408,216
896,392,224
896,407,224
896,408,217
896,408,209
903,394,208
904,392,194
904,392,206
897,399,188
896,393,191
902,398,275
910,406,414
906,408,496
904,437,371
921,465,251
889,500,263
856,523,421
848,533,472
858,561,408
864,616,465
854,630,539
848,610,524
848,600,531
848,609,595
852,624,649
852,636,708
840,625,760
817,619,775
779,625,788
735,616,805
696,613,818
654,605,826
609,603,859
568,613,886
520,619,894
471,603,846
418,592,896
371,600,888
328,624,878
291,631,929
233,654,942
161,654,868
87,672,831
29,627,753
-37,608,790
-81,667,655
-160,683,588
-244,628,634
-298,576,662
-329,576,622
-376,560,544
-448,480,512
-487,387,380
-488,338,361
-540,329,263
-580,321,154
-627,241,108
-667,169,6
-686,160,12
-695,113,3
-696,104,85
-702,117,225
-716,157,343
-732,210,362
-754,253,372
-754,281,359
-746,294,408
-733,350,486
-717,413,533
-697,447,549
-668,456,582
-642,446,610
-595,472,662
-550,514,651
-523,515,620
-500,479,682
-468,488,724
-433,574,712
-405,606,690
-357,527,646
-292,467,644
-241,530,727
-190,598,790
-140,571,763
-88,573,823
-43,581,938
-4,625,941
33,659,898
62,631,881
90,584,845
129,598,920
168,656,856
206,687,821
243,667,809
302,600,835
339,612,939
363,696,886
390,687,738
452,590,762
513,562,782
537,601,735
560,640,696
592,600,656
608,546,664
646,567,656
693,538,716
740,521,640
758,549,518
760,573,602
780,549,602
817,517,567
824,545,527
818,558,482
835,523,367
858,494,360
876,482,409
897,486,418
904,494,321
904,474,275
909,453,272
912,433,267
917,429,239
925,442,214
928,448,236
924,444,247
920,436,231
920,436,216
920,432,196
932,432,199
937,444,227
924,452,236
920,449,235
920,430,227
917,413,190
915,405,143
923,392,123
931,376,141
934,376,148
928,378,167
930,380,140
940,364,126
948,354,140
934,360,198
927,360,160
921,360,155
928,360,132
927,360,159
921,360,205
927,361,183
919,368,174
912,369,146
920,384,176
912,376,176
912,384,176
912,400,184
904,392,192
911,407,207
919,408,201
913,408,200
912,408,193
912,408,199
912,401,193
905,407,205
898,408,202
896,396,206
896,404,262
890,396,221
888,403,200
894,419,211
896,413,194
896,413,205
896,416,216
896,411,211
896,403,203
896,400,205
900,404,190
908,399,193
908,396,212
904,396,200
904,396,226
886,396,250
871,399,220
887,408,213
893,405,214
888,400,221
897,403,210
909,408,203
907,405,221
912,400,238
910,402,214
904,408,206
902,406,204
896,402,214
898,408,208
903,408,208
897,409,208
903,415,209
897,410,219
905,423,234
911,415,186
904,408,209
904,408,217
904,408,232
896,416,216
904,408,216
896,416,208
904,416,200
904,416,200
889,416,215
895,402,202
903,400,179
911,414,196
899,403,220
896,393,211
896,398,214
896,406,216
896,408,216
896,402,216
902,406,210
893,402,202
899,400,205
909,395,166
912,392,159
902,372,178
896,374,217
891,398,231
901,404,269
895,409,356
888,416,412
896,428,376
911,448,201
932,471,-24
915,481,119
891,506,489
909,552,491
922,549,370
897,535,369
867,515,431
856,507,512
861,522,511
872,549,551
868,568,596
856,588,650
852,581,597
837,605,645
818,630,691
783,657,816
729,665,856
681,672,851
629,670,819
603,659,844
549,689,883
508,706,918
422,741,872
352,648,856
320,648,960
320,648,960
304,749,960
274,805,983
205,763,939
134,731,907
78,742,904
30,737,932
-10,729,854
-63,675,773
-105,586,669
-156,587,654
-205,561,551
-258,473,357
-313,395,269
-368,347,239
-423,308,137
-472,258,47
-530,203,-60
-588,179,-104
-638,146,-99
-675,95,-91
-693,67,-65
-709,86,64
-742,164,243
-781,270,283
-804,304,240
-808,276,232
-797,286,280
-770,323,325
-742,312,261
-715,299,295
-690,343,482
-660,400,571
-599,448,566
-542,442,510
-510,481,671
-481,527,697
-449,516,674
-396,467,683
-349,575,775
-304,648,787
-266,609,755
-231,589,829
-179,663,769
-144,696,743
-78,629,845
12,545,806
60,650,705
114,774,716
146,577,788
225,601,912
287,687,864
319,742,538
396,676,817
475,620,854
509,704,827
533,733,660
585,680,724
647,665,681
656,717,612
676,721,607
744,656,646
810,628,613
818,666,497
810,704,523
831,638,447
862,558,414
888,547,448
912,589,432
930,598,360
946,552,308
957,509,310
946,496,357
923,514,371
903,541,308
896,548,247
896,520,220
900,488,239
904,480,290
893,484,319
877,485,304
878,483,240
891,473,198
905,439,211
923,421,221
918,419,237
896,431,243
896,450,230
894,450,218
888,428,202
883,412,206
864,403,212
865,416,246
872,416,192
874,416,157
887,417,190
879,426,229
873,439,199
888,432,186
888,431,208
880,408,200
880,416,200
888,424,208
888,440,177
888,455,199
881,449,237
895,455,211
896,456,208
882,470,201
880,472,207
880,465,208
880,471,208
880,472,202
880,472,200
880,472,206
880,466,208
886,453,202
882,454,206
880,461,208
880,464,219
885,459,214
893,451,198
886,443,211
880,445,210
880,448,204
884,448,208
892,448,204
896,448,192
892,440,188
888,432,192
888,436,192
888,437,199
888,432,211
888,432,210
891,432,209
893,432,210
888,432,189
888,432,198
888,434,199
888,440,218
888,440,216
886,438,199
882,434,219
888,440,200
887,440,201
881,440,204
888,440,187
887,441,207
881,448,200
896,449,201
896,456,215
896,448,193
896,448,216
896,448,216
896,440,208
896,440,193
896,440,214
896,440,201
889,433,207
888,432,201
895,439,200
896,440,213
889,433,203
894,432,200
890,432,200
894,426,200
890,436,194
899,434,198
898,438,217
891,435,192
893,406,187
891,407,192
888,421,192
893,429,202
896,432,203
892,428,196
892,420,205
892,420,208
880,428,204
876,432,196
884,432,191
888,432,200
891,435,203
893,440,211
888,440,210
891,437,197
899,429,187
904,427,194
904,434,249
904,435,297
902,435,345
896,466,424
898,481,461
902,515,501
896,535,478
892,573,419
868,605,379
846,635,557
834,658,701
852,674,672
893,698,594
854,719,731
815,705,792
784,728,800
776,696,888
737,704,857
690,689,864
621,703,864
565,675,849
510,636,812
455,646,850
400,668,856
365,699,816
314,691,841
253,682,791
172,674,795
116,660,788
63,644,755
-9,611,675
-71,606,698
-120,608,693
-178,576,648
-231,560,637
-288,545,581
-350,531,539
-385,491,517
-441,482,504
-510,479,487
-565,439,439
-596,380,368
-619,352,255
-651,364,99
-682,343,1
-711,258,-59
-720,158,-112
-720,108,-45
-720,91,53
-720,107,126
-717,154,181
-710,220,210
-706,243,216
-712,226,220
-696,233,242
-635,326,277
-582,374,331
-535,355,489
-487,295,599
-427,324,606
-345,561,685
-290,718,673
-234,566,772
-173,560,983
-126,782,960
-94,899,661
-39,727,825
47,593,895
79,817,989
95,915,840
126,771,690
201,600,789
258,677,993
327,779,1016
336,860,866
336,759,747
388,567,826
444,617,861
462,727,870
446,698,733
487,592,741
550,526,737
590,601,728
605,678,631
650,628,637
697,536,674
727,539,601
741,574,504
763,570,495
798,529,543
829,517,495
840,565,374
856,596,332
884,580,402
900,553,435
908,543,333
915,562,241
920,566,251
917,534,277
909,498,281
901,488,271
896,488,224
894,486,219
890,471,215
902,446,234
918,432,244
912,404,251
912,390,224
909,384,191
897,385,187
904,393,198
904,404,174
906,430,101
920,415,75
921,402,107
926,424,146
896,424,190
904,440,120
920,472,128
920,472,128
936,464,97
928,449,111
906,411,201
911,437,128
905,447,99
904,476,124
918,473,128
920,485,135
913,495,156
918,490,147
908,482,132
886,468,104
874,458,72
866,462,47
858,464,34
867,464,43
856,464,16
853,459,-10
856,461,-6
856,464,-5
851,469,-13
848,476,-16
852,489,-16
864,500,-8
868,508,-4
860,516,0
856,524,-3
856,528,-23
859,525,-29
861,530,-24
856,541,-30
856,536,-46
853,536,-51
845,539,-32
840,542,-14
842,538,-6
848,552,2
850,584,14
858,621,43
864,671,70
865,703,28
875,741,23
886,773,98
870,808,103
854,872,32
838,937,-32
815,943,-29
798,929,7
759,945,-17
712,984,-56
672,992,-64
633,938,-17
594,913,-46
547,964,-160
508,953,-204
454,902,-265
406,868,-237
352,878,-266
291,887,-345
234,868,-458
180,800,-474
112,747,-478
42,700,-468
-11,664,-517
-47,610,-582
-78,553,-617
-120,509,-597
-147,480,-589
-152,452,-607
-152,410,-631
-138,406,-697
-105,448,-796
-75,454,-831
-64,427,-789
-60,399,-739
-52,372,-720
-40,356,-701
-17,374,-735
7,379,-772
26,342,-689
43,322,-614
54,315,-710
70,378,-1088
36,458,-1270
-66,406,-918
-123,406,-857
-184,465,-838
-235,490,-824
-272,492,-825
-300,471,-893
-315,437,-841
-328,425,-791
-327,433,-828
-319,442,-839
-309,454,-791
-288,443,-838
-287,464,-823
-273,465,-818
-281,479,-837
-296,456,-784
-280,464,-784
-280,480,-768
-280,464,-846
-272,464,-787
-250,486,-799
-233,488,-793
-218,495,-771
-230,503,-761
-232,490,-821
-219,488,-845
-223,481,-841
-237,480,-808
-252,480,-794
-256,486,-822
-250,494,-820
-248,496,-799
-242,479,-786
-235,472,-795
-227,477,-805
-214,475,-798
-208,472,-792
-203,482,-797
-205,483,-809
-217,480,-816
-224,476,-820
-220,480,-816
-216,484,-796
-216,484,-807
-205,477,-832
-199,453,-821
-198,437,-821
-181,426,-840
-176,407,-837
-173,389,-847
-171,384,-869
-181,384,-859
-197,386,-846
-210,392,-842
-216,394,-844
-214,402,-838
-208,412,-851
-208,426,-834
-208,433,-830
-207,443,-783
-200,458,-783
-200,473,-824
-201,481,-823
-209,488,-816
-216,488,-815
-216,488,-799
-216,488,-784
-208,496,-784
-208,504,-792
-224,496,-792
-232,504,-807
-239,504,-808
-240,504,-808
-269,511,-808
-258,498,-766
-256,510,-780
-243,512,-804
-247,492,-795
-229,494,-760
-218,502,-771
-228,504,-830
-238,498,-807
-246,496,-781
-248,496,-782
-248,501,-784
-248,509,-789
-248,507,-782
-258,509,-776
-264,512,-776
-264,512,-781
-264,512,-784
-264,512,-784
-264,512,-780
-260,508,-784
-260,504,-796
-264,504,-793
-268,508,-780
-269,509,-773
-264,504,-771
-264,510,-779
-267,517,-790
-272,512,-795
-272,512,-779
-270,512,-770
-266,512,-776
-270,512,-774
-266,510,-766
-272,506,-765
-272,510,-784
-271,504,-780
-264,504,-764
-265,504,-780
-272,504,-761
-272,503,-769
-272,497,-777
-273,504,-790
-280,504,-761
-280,512,-776
-272,512,-768
