x,x,0,0,968,800,-72
x,x,0,0,1015,847,-41
x,x,0,0,1084,848,-139
x,x,0,0,1140,841,12
x,x,0,0,1151,898,-27
x,x,0,0,1166,911,-68
x,x,0,0,1168,926,-44
x,x,0,0,1113,948,-108
x,x,0,0,1057,985,-187
x,x,0,0,1022,985,-70
x,x,0,0,1016,959,-40
x,x,0,0,911,983,-195
x,x,0,0,844,998,-282
x,x,0,0,761,988,-272
x,x,0,0,690,984,-253
x,x,0,0,622,978,-281
x,x,0,0,557,987,-334
x,x,0,0,478,950,-341
x,x,0,0,366,897,-377
x,x,0,0,280,875,-370
x,x,0,0,189,853,-323
x,x,0,0,135,821,-406
x,x,0,0,83,750,-364
x,x,0,0,5,674,-337
x,x,0,0,-78,611,-380
x,x,0,0,-140,560,-356
x,x,0,0,-191,502,-336
x,x,0,0,-246,415,-343
x,x,0,0,-300,354,-300
x,x,0,0,-360,302,-258
x,x,0,0,-411,214,-323
x,x,0,0,-461,128,-349
x,x,0,0,-508,76,-295
x,x,0,0,-536,40,-222
x,x,0,0,-562,3,-230
x,x,0,0,-599,-40,-231
x,x,0,0,-646,-132,-315
x,x,0,0,-693,-197,-327
x,x,0,0,-742,-234,-347
x,x,0,0,-800,-244,-217
x,x,0,0,-861,-264,-273
x,x,0,0,-879,-299,-365
x,x,0,0,-873,-313,-344
x,x,0,0,-878,-319,-300
x,x,0,0,-860,-310,-282
x,x,0,0,-829,-293,-301
x,x,0,0,-796,-268,-345
x,x,0,0,-759,-222,-351
x,x,0,0,-743,-190,-337
x,x,0,0,-720,-159,-353
x,x,0,0,-712,-128,-392
x,x,0,0,-720,-104,-352
x,x,0,0,-712,-73,-422
x,x,0,0,-712,-26,-386
x,x,0,0,-705,36,-406
x,x,0,0,-675,84,-510
x,x,0,0,-651,124,-456
x,x,0,0,-634,212,-441
x,x,0,0,-612,306,-372
x,x,0,0,-581,387,-407
x,x,0,0,-550,446,-436
x,x,0,0,-519,494,-307
x,x,0,0,-487,597,-241
x,x,0,0,-444,642,-298
x,x,0,0,-391,689,-249
x,x,0,0,-342,704,-195
x,x,0,0,-289,754,-178
x,x,0,0,-245,803,-225
x,x,0,0,-200,832,-243
x,x,0,0,-153,855,-189
x,x,0,0,-96,938,-155
x,x,0,0,-62,955,-123
x,x,0,0,-5,908,-118
x,x,0,0,68,942,-25
x,x,0,0,139,993,21
x,x,0,0,222,975,-12
x,x,0,0,304,932,24
x,x,0,0,402,935,6
x,x,0,0,516,960,10
x,x,0,0,611,939,74
x,x,0,0,696,919,16
x,x,0,0,771,912,-43
x,x,0,0,837,870,-45
x,x,0,0,963,855,-72
x,x,0,0,1075,828,-2
x,x,0,0,1072,738,237
x,x,0,0,1120,738,200
x,x,0,0,1201,681,139
x,x,0,0,1235,660,147
x,x,0,0,1252,634,92
x,x,0,0,1207,599,102
x,x,0,0,1161,629,88
x,x,0,0,1097,636,57
x,x,0,0,1051,580,59
x,x,0,0,977,569,37
x,x,0,0,927,625,57
x,x,0,0,862,633,-1
x,x,0,0,845,636,-66
x,x,0,0,816,606,-7
x,x,0,0,819,690,-2
x,x,0,0,873,728,-33
x,x,0,0,896,720,-80
x,x,0,0,576,888,-256
x,x,0,0,548,892,-242
x,x,0,0,509,896,-215
x,x,0,0,479,890,-125
x,x,0,0,442,873,-160
x,x,0,0,396,843,-320
x,x,0,0,383,840,-268
x,x,0,0,364,836,-204
x,x,0,0,324,820,-164
x,x,0,0,291,816,-236
x,x,0,0,260,816,-348
x,x,0,0,220,822,-394
x,x,0,0,185,814,-391
x,x,0,0,155,794,-341
x,x,0,0,130,788,-304
x,x,0,0,106,774,-290
x,x,0,0,86,738,-326
x,x,0,0,62,738,-378
x,x,0,0,38,752,-430
x,x,0,0,24,752,-410
x,x,0,0,1,737,-412
x,x,0,0,-29,707,-438
x,x,0,0,-68,708,-458
x,x,0,0,-108,700,-468
x,x,0,0,-148,660,-452
x,x,0,0,-170,644,-444
x,x,0,0,-186,640,-438
x,x,0,0,-212,634,-412
x,x,0,0,-229,624,-395
x,x,0,0,-239,610,-385
x,x,0,0,-244,568,-420
x,x,0,0,-254,533,-430
x,x,0,0,-274,523,-370
x,x,0,0,-294,510,-345
x,x,0,0,-312,495,-346
x,x,0,0,-306,485,-446
x,x,0,0,-309,470,-494
x,x,0,0,-319,450,-488
x,x,0,0,-320,457,-448
x,x,0,0,-320,464,-416
x,x,0,0,-320,464,-416
x,x,0,0,-327,457,-437
x,x,0,0,-336,447,-464
x,x,0,0,-336,437,-458
x,x,0,0,-336,440,-431
x,x,0,0,-336,454,-381
x,x,0,0,-336,460,-421
x,x,0,0,-336,466,-464
x,x,0,0,-336,470,-488
x,x,0,0,-336,479,-478
x,x,0,0,-333,489,-456
x,x,0,0,-303,499,-450
x,x,0,0,-278,506,-458
x,x,0,0,-258,512,-478
x,x,0,0,-242,521,-484
x,x,0,0,-223,536,-491
x,x,0,0,-193,560,-501
x,x,0,0,-160,554,-497
x,x,0,0,-127,540,-482
x,x,0,0,-117,574,-422
x,x,0,0,-100,600,-420
x,x,0,0,-74,614,-474
x,x,0,0,-27,630,-534
x,x,0,0,12,638,-554
x,x,0,0,28,634,-478
x,x,0,0,46,642,-460
x,x,0,0,68,656,-458
x,x,0,0,108,662,-404
x,x,0,0,163,659,-388
x,x,0,0,233,649,-414
x,x,0,0,258,720,-434
x,x,0,0,290,768,-408
x,x,0,0,350,744,-272
x,x,0,0,378,715,-124
x,x,0,0,396,694,6
x,x,0,0,436,760,-94
x,x,0,0,508,800,-146
x,x,0,0,614,814,-152
x,x,0,0,664,807,-76
x,x,0,0,708,791,10
x,x,0,0,748,761,94
x,x,0,0,795,784,40
x,x,0,0,844,825,-72
x,x,0,0,884,835,-152
x,x,0,0,936,820,-94
x,x,0,0,1002,780,100
x,x,0,0,1044,736,80
x,x,0,0,1080,716,46
x,x,0,0,1104,756,42
x,x,0,0,1144,726,-9
x,x,0,0,1188,670,-70
x,x,0,0,1222,650,-44
x,x,0,0,1258,622,20
x,x,0,0,1292,588,126
x,x,0,0,1305,526,168
x,x,0,0,1306,472,174
x,x,0,0,1286,448,114
x,x,0,0,1276,444,58
x,x,0,0,1270,446,2
x,x,0,0,1244,432,-52
x,x,0,0,1217,429,-62
x,x,0,0,1187,439,-28
x,x,0,0,1162,404,12
x,x,0,0,1142,368,38
x,x,0,0,1138,344,34
x,x,0,0,1129,318,11
x,x,0,0,1118,296,-16
x,x,0,0,1092,302,-22
x,x,0,0,1072,294,-26
x,x,0,0,1058,274,-32
x,x,0,0,1047,254,-10
x,x,0,0,1040,240,8
x,x,0,0,712,920,-136
x,x,0,0,712,948,-182
x,x,0,0,708,981,-236
x,x,0,0,674,951,-196
x,x,0,0,656,951,-186
x,x,0,0,656,981,-206
x,x,0,0,634,980,-176
x,x,0,0,607,976,-161
x,x,0,0,577,976,-191
x,x,0,0,547,1000,-218
x,x,0,0,519,1031,-238
x,x,0,0,509,1021,-212
x,x,0,0,492,1004,-192
x,x,0,0,466,978,-178
x,x,0,0,442,980,-140
x,x,0,0,416,978,-150
x,x,0,0,392,958,-274
x,x,0,0,352,948,-302
x,x,0,0,311,943,-290
x,x,0,0,301,933,-310
x,x,0,0,271,913,-280
x,x,0,0,221,883,-200
x,x,0,0,198,862,-300
x,x,0,0,176,842,-378
x,x,0,0,152,822,-358
x,x,0,0,116,809,-342
x,x,0,0,80,796,-332
x,x,0,0,74,756,-372
x,x,0,0,54,714,-390
x,x,0,0,20,668,-384
x,x,0,0,-6,686,-375
x,x,0,0,-36,692,-380
x,x,0,0,-76,652,-420
x,x,0,0,-98,616,-456
x,x,0,0,-114,582,-485
x,x,0,0,-140,568,-455
x,x,0,0,-184,550,-440
x,x,0,0,-250,530,-440
x,x,0,0,-274,506,-476
x,x,0,0,-297,480,-504
x,x,0,0,-327,456,-504
x,x,0,0,-350,430,-518
x,x,0,0,-371,405,-530
x,x,0,0,-401,375,-470
x,x,0,0,-434,342,-455
x,x,0,0,-468,308,-485
x,x,0,0,-490,286,-546
x,x,0,0,-510,274,-566
x,x,0,0,-530,278,-482
x,x,0,0,-536,256,-474
x,x,0,0,-538,222,-498
x,x,0,0,-558,208,-512
x,x,0,0,-576,185,-528
x,x,0,0,-590,155,-542
x,x,0,0,-596,138,-553
x,x,0,0,-610,130,-536
x,x,0,0,-646,134,-456
x,x,0,0,-663,108,-453
x,x,0,0,-674,70,-482
x,x,0,0,-694,50,-502
x,x,0,0,-712,38,-534
x,x,0,0,-726,32,-580
x,x,0,0,-737,14,-548
x,x,0,0,-748,-3,-516
x,x,0,0,-764,-13,-500
x,x,0,0,-778,-30,-496
x,x,0,0,-792,-53,-496
x,x,0,0,-798,-103,-502
x,x,0,0,-802,-120,-482
x,x,0,0,-808,-106,-436
x,x,0,0,-804,-100,-464
x,x,0,0,-800,-99,-473
x,x,0,0,-800,-109,-423
x,x,0,0,-796,-130,-390
x,x,0,0,-793,-152,-368
x,x,0,0,-803,-158,-368
x,x,0,0,-813,-175,-368
x,x,0,0,-823,-205,-368
x,x,0,0,-824,-235,-328
x,x,0,0,-832,-258,-296
x,x,0,0,-856,-262,-296
x,x,0,0,-878,-278,-292
x,x,0,0,-898,-298,-290
x,x,0,0,-918,-312,-304
x,x,0,0,-938,-320,-297
x,x,0,0,-958,-320,-267
x,x,0,0,-969,-311,-237
x,x,0,0,-978,-302,-230
x,x,0,0,-982,-298,-274
x,x,0,0,-988,-289,-274
x,x,0,0,-992,-278,-254
x,x,0,0,-986,-258,-240
x,x,0,0,-979,-238,-240
x,x,0,0,-969,-218,-254
x,x,0,0,-972,-207,-256
x,x,0,0,-973,-194,-252
x,x,0,0,-963,-174,-236
x,x,0,0,-956,-158,-246
x,x,0,0,-951,-142,-264
x,x,0,0,-941,-116,-258
x,x,0,0,-926,-92,-261
x,x,0,0,-906,-66,-271
x,x,0,0,-904,-60,-268
x,x,0,0,-901,-52,-267
x,x,0,0,-891,-36,-277
x,x,0,0,-878,-18,-276
x,x,0,0,-862,1,-270
x,x,0,0,-848,11,-256
x,x,0,0,-838,28,-263
x,x,0,0,-832,54,-293
x,x,0,0,-818,74,-300
x,x,0,0,-808,88,-304
x,x,0,0,1160,208,104
x,x,0,0,1090,218,94
x,x,0,0,990,230,76
x,x,0,0,890,216,36
x,x,0,0,812,190,34
x,x,0,0,758,156,68
x,x,0,0,720,134,94
x,x,0,0,694,134,116
x,x,0,0,690,178,132
x,x,0,0,674,220,132
x,x,0,0,652,260,128
x,x,0,0,618,300,122
x,x,0,0,588,325,112
x,x,0,0,562,335,98
x,x,0,0,538,350,78
x,x,0,0,520,372,56
x,x,0,0,520,412,32
x,x,0,0,538,484,10
x,x,0,0,562,567,-13
x,x,0,0,588,637,-63
x,x,0,0,605,684,-103
x,x,0,0,615,710,-133
x,x,0,0,625,721,-122
x,x,0,0,626,724,-94
x,x,0,0,606,708,-34
x,x,0,0,576,704,26
x,x,0,0,542,706,77
x,x,0,0,528,732,47
x,x,0,0,528,746,-6
x,x,0,0,542,752,-80
x,x,0,0,566,748,-106
x,x,0,0,584,732,-110
x,x,0,0,584,692,-74
x,x,0,0,580,648,-43
x,x,0,0,576,603,-14
x,x,0,0,570,553,0
x,x,0,0,563,510,3
x,x,0,0,553,476,-7
x,x,0,0,543,450,14
x,x,0,0,534,426,38
x,x,0,0,530,406,58
x,x,0,0,560,400,78
x,x,0,0,594,432,119
x,x,0,0,534,752,349
x,x,0,0,744,884,402
x,x,0,0,1224,830,276
x,x,0,0,1250,622,232
x,x,0,0,1224,371,140
x,x,0,0,1200,61,-84
x,x,0,0,1258,10,-68
x,x,0,0,1340,70,44
x,x,0,0,1294,124,78
x,x,0,0,1232,164,121
x,x,0,0,1152,190,171
x,x,0,0,1076,210,234
x,x,0,0,1027,238,283
x,x,0,0,1037,282,293
x,x,0,0,1064,282,300
x,x,0,0,1094,264,302
x,x,0,0,1068,264,288
x,x,0,0,1016,254,268
x,x,0,0,936,234,242
x,x,0,0,906,169,208
x,x,0,0,880,102,182
x,x,0,0,856,42,178
x,x,0,0,844,10,186
x,x,0,0,841,-9,196
x,x,0,0,851,-19,162
x,x,0,0,886,-34,139
x,x,0,0,946,-54,129
x,x,0,0,1010,-65,191
x,x,0,0,1052,-75,252
x,x,0,0,1036,-85,292
x,x,0,0,990,-102,297
x,x,0,0,936,-122,283
x,x,0,0,936,-148,233
x,x,0,0,974,-138,208
x,x,0,0,1048,-92,208
x,x,0,0,1074,-34,163
x,x,0,0,1074,22,106
x,x,0,0,1030,66,30
