arms,biceps-curl-happer,,0,0,-256,832,440
arms,biceps-curl-happer,,0,0,-280,814,468
arms,biceps-curl-happer,,0,0,-315,792,507
arms,biceps-curl-happer,,0,0,-345,792,537
arms,biceps-curl-happer,,0,0,-360,804,552
arms,biceps-curl-happer,,0,0,-360,830,552
arms,biceps-curl-happer,,0,0,-378,850,525
arms,biceps-curl-happer,,0,0,-390,862,489
arms,biceps-curl-happer,,0,0,-386,858,439
arms,biceps-curl-happer,,0,0,-391,849,406
arms,biceps-curl-happer,,0,0,-400,840,386
arms,biceps-curl-happer,,0,0,-406,840,406
arms,biceps-curl-happer,,0,0,-420,858,386
arms,biceps-curl-happer,,0,0,-446,892,326
arms,biceps-curl-happer,,0,0,-462,928,244
arms,biceps-curl-happer,,0,0,-469,934,162
arms,biceps-curl-happer,,0,0,-459,874,86
arms,biceps-curl-happer,,0,0,-463,814,74
arms,biceps-curl-happer,,0,0,-473,764,90
arms,biceps-curl-happer,,0,0,-483,798,116
arms,biceps-curl-happer,,0,0,-500,854,123
arms,biceps-curl-happer,,0,0,-526,928,113
arms,biceps-curl-happer,,0,0,-568,958,36
arms,biceps-curl-happer,,0,0,-600,996,-33
arms,biceps-curl-happer,,0,0,-600,1060,-63
arms,biceps-curl-happer,,0,0,-628,1122,-68
arms,biceps-curl-happer,,0,0,-670,1178,-69
arms,biceps-curl-happer,,0,0,-730,1192,-119
arms,biceps-curl-happer,,0,0,-772,1175,-182
arms,biceps-curl-happer,,0,0,-798,1125,-256
arms,biceps-curl-happer,,0,0,-845,1066,-196
arms,biceps-curl-happer,,0,0,-895,1028,-94
arms,biceps-curl-happer,,0,0,-945,1044,70
arms,biceps-curl-happer,,0,0,-974,1052,166
arms,biceps-curl-happer,,0,0,-990,1050,224
arms,biceps-curl-happer,,0,0,-976,996,218
arms,biceps-curl-happer,,0,0,-950,920,218
arms,biceps-curl-happer,,0,0,-916,826,224
arms,biceps-curl-happer,,0,0,-858,735,166
arms,biceps-curl-happer,,0,0,-792,624,100
arms,biceps-curl-happer,,0,0,-712,464,36
arms,biceps-curl-happer,,0,0,-674,350,51
arms,biceps-curl-happer,,0,0,-652,262,94
arms,biceps-curl-happer,,0,0,-612,236,80
arms,biceps-curl-happer,,0,0,-570,192,17
arms,biceps-curl-happer,,0,0,-524,126,-93
arms,biceps-curl-happer,,0,0,-498,26,-198
arms,biceps-curl-happer,,0,0,-483,-72,-275
arms,biceps-curl-happer,,0,0,-493,-152,-285
arms,biceps-curl-happer,,0,0,-520,-158,-316
arms,biceps-curl-happer,,0,0,-556,-131,-348
arms,biceps-curl-happer,,0,0,-602,-81,-314
arms,biceps-curl-happer,,0,0,-649,-14,-308
arms,biceps-curl-happer,,0,0,-699,72,-334
arms,biceps-curl-happer,,0,0,-731,76,-394
arms,biceps-curl-happer,,0,0,-758,69,-424
arms,biceps-curl-happer,,0,0,-778,59,-368
arms,biceps-curl-happer,,0,0,-802,52,-334
arms,biceps-curl-happer,,0,0,-826,52,-316
arms,biceps-curl-happer,,0,0,-840,98,-362
arms,biceps-curl-happer,,0,0,-826,48,-522
arms,biceps-curl-happer,,0,0,-780,-98,-796
arms,biceps-curl-happer,,0,0,-772,-130,-712
arms,biceps-curl-happer,,0,0,-777,-122,-591
arms,biceps-curl-happer,,0,0,-807,-46,-481
arms,biceps-curl-happer,,0,0,-830,-24,-430
arms,biceps-curl-happer,,0,0,-848,-22,-409
arms,biceps-curl-happer,,0,0,-842,-8,-419
arms,biceps-curl-happer,,0,0,-845,22,-406
arms,biceps-curl-happer,,0,0,-855,68,-372
arms,biceps-curl-happer,,0,0,-870,54,-364
arms,biceps-curl-happer,,0,0,-866,1,-412
arms,biceps-curl-happer,,0,0,-822,-129,-588
arms,biceps-curl-happer,,0,0,-829,-108,-538
arms,biceps-curl-happer,,0,0,-859,-35,-393
arms,biceps-curl-happer,,0,0,-889,-65,-243
arms,biceps-curl-happer,,0,0,-924,-142,-120
arms,biceps-curl-happer,,0,0,-964,-268,-26
arms,biceps-curl-happer,,0,0,-914,-374,-182
arms,biceps-curl-happer,,0,0,-862,-470,-288
arms,biceps-curl-happer,,0,0,-826,-546,-208
arms,biceps-curl-happer,,0,0,-802,-610,-114
arms,biceps-curl-happer,,0,0,-783,-663,-25
arms,biceps-curl-happer,,0,0,-773,-653,-35
arms,biceps-curl-happer,,0,0,-768,-653,-72
arms,biceps-curl-happer,,0,0,-768,-663,-138
arms,biceps-curl-happer,,0,0,-768,-650,-238
arms,biceps-curl-happer,,0,0,-764,-643,-360
arms,biceps-curl-happer,,0,0,-748,-653,-520
arms,biceps-curl-happer,,0,0,-740,-663,-614
arms,biceps-curl-happer,,0,0,-739,-663,-657
arms,biceps-curl-happer,,0,0,-769,-573,-507
arms,biceps-curl-happer,,0,0,-789,-463,-420
arms,biceps-curl-happer,,0,0,-799,-333,-394
arms,biceps-curl-happer,,0,0,-836,-221,-316
arms,biceps-curl-happer,,0,0,-878,-142,-240
arms,biceps-curl-happer,,0,0,-922,-138,-184
arms,biceps-curl-happer,,0,0,-929,-160,-172
arms,biceps-curl-happer,,0,0,-916,-194,-178
arms,biceps-curl-happer,,0,0,-882,-214,-204
arms,biceps-curl-happer,,0,0,-849,-244,-291
arms,biceps-curl-happer,,0,0,-819,-284,-441
arms,biceps-curl-happer,,0,0,-776,-238,-488
arms,biceps-curl-happer,,0,0,-738,-185,-527
arms,biceps-curl-happer,,0,0,-718,-135,-577
arms,biceps-curl-happer,,0,0,-694,-124,-588
arms,biceps-curl-happer,,0,0,-671,-126,-580
arms,biceps-curl-happer,,0,0,-661,-112,-534
arms,biceps-curl-happer,,0,0,-661,-69,-524
arms,biceps-curl-happer,,0,0,-671,1,-550
arms,biceps-curl-happer,,0,0,-681,-24,-525
arms,biceps-curl-happer,,0,0,-688,-48,-504
arms,biceps-curl-happer,,0,0,792,720,32
arms,biceps-curl-happer,,0,0,785,706,32
arms,biceps-curl-happer,,0,0,775,686,32
arms,biceps-curl-happer,,0,0,765,660,38
arms,biceps-curl-happer,,0,0,758,636,40
arms,biceps-curl-happer,,0,0,752,610,40
arms,biceps-curl-happer,,0,0,748,594,40
arms,biceps-curl-happer,,0,0,744,584,48
arms,biceps-curl-happer,,0,0,744,584,72
arms,biceps-curl-happer,,0,0,751,588,87
arms,biceps-curl-happer,,0,0,760,592,97
arms,biceps-curl-happer,,0,0,766,592,107
arms,biceps-curl-happer,,0,0,770,594,110
arms,biceps-curl-happer,,0,0,776,600,104
arms,biceps-curl-happer,,0,0,780,600,104
arms,biceps-curl-happer,,0,0,788,598,107
arms,biceps-curl-happer,,0,0,804,594,117
